author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Plus Development;developer;https://www.cian.ru/sale/flat/309008620/;Москва;sale;flat;3;23;1;41.5;8263480;2026;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;13,1 м²;13,7 м²;+74951370084;;;;Филатов Луг;Детали ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308655501/;Москва;sale;flat;16;16;1;38.2;8254881;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,4 м²;11,3 м²;+74999228924;;;к3;Филатов Луг;Цветочные Поляны
Самолет;developer;https://www.cian.ru/sale/flat/308655358/;Москва;sale;flat;2;16;1;38.6;8275112;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,5 м²;11,3 м²;+74999228924;;;4-5;Филатов Луг;Цветочные Поляны
Самолет;developer;https://www.cian.ru/sale/flat/308912492/;Москва;sale;flat;5;17;1;40.0;8298600;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,3 м²;21,3 м²;+74951374687;;;к1;Филатов Луг;Квартал Марьино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966884/;Москва;sale;flat;3;15;1;38.84;8298207;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,5 м²;19,2 м²;+74951374954;;;к11;Щербинка;Алхимово ЖК
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/296956787/;Москва;sale;flat;2;2;1;15.1;8300000;1900;-1;-1;-1;-1;8,1 м²;2 м²;+79672094035;Басманный;Гороховский переулок;6/1С2;Курская;
ПИК;developer;https://www.cian.ru/sale/flat/306483842/;Москва;sale;flat;6;28;1;37.9;8318291;2027;-1;Панельный;-1;Чистовая;9,2 м²;14 м²;+74996487215;Крюково;Зеленоград;6.5;Зеленоград — Крюково;Зелёный парк
Самолет;developer;https://www.cian.ru/sale/flat/308650350/;Москва;sale;flat;6;17;1;40.0;8318880;2025;-1;-1;-1;Без отделки;10,3 м²;21,3 м²;+74951374687;;;к1;Филатов Луг;Квартал Марьино ЖК
Upside Development;developer;https://www.cian.ru/sale/flat/297367278/;Москва;sale;flat;1;8;1;34.2;8379000;2024;-1;Монолитный;-1;Чистовая;10,7 м²;15,7 м²;+74951389364;Бибирево; Корнейчука;27;Алтуфьево;Clementine
ПИК;developer;https://www.cian.ru/sale/flat/306987423/;Москва;sale;flat;17;17;1;35.98;8522618;2024;-1;Монолитный;-1;Чистовая;17,3 м²;10,5 м²;+74951370485;;;;Щербинка;Юнино ЖК
ПИК;developer;https://www.cian.ru/sale/flat/306979483/;Москва;sale;flat;6;14;1;34.8;8509643;2026;-1;Панельный;-1;Предчистовая, чистовая;11,4 м²;14,8 м²;+74951387084;Тимирязевский;к3.5;к3.5;Окружная;Большая Академическая 85 ЖК
А101;developer;https://www.cian.ru/sale/flat/306747315/;Москва;sale;flat;5;9;1;34.7;8541613;2025;-1;-1;-1;Без отделки;13,4 м²;9,2 м²;+74951344536;;;9.1;Бунинская аллея;Бунинские Кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/306987593/;Москва;sale;flat;11;17;1;36.0;8631143;2024;-1;Монолитный;-1;Чистовая;10,6 м²;18,1 м²;+74951370485;;;1.2;Щербинка;Юнино ЖК
ПИК;developer;https://www.cian.ru/sale/flat/308968616/;Москва;sale;flat;3;11;1;40.9;8645810;2026;-1;Панельный, монолитный;-1;Чистовая;9,5 м²;17,1 м²;+74951370503;Южное Бутово;;;Щербинка;Никольские Луга ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966838/;Москва;sale;flat;3;10;1;41.28;8645092;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,6 м²;20,9 м²;+74951374954;;;к13;Щербинка;Алхимово ЖК
ПИК;developer;https://www.cian.ru/sale/flat/306483820/;Москва;sale;flat;2;28;1;40.8;8696764;2027;-1;Панельный;-1;Чистовая;9,1 м²;16,6 м²;+74996487215;Крюково;Зеленоград;6.5;Зеленоград — Крюково;Зелёный парк
А101;developer;https://www.cian.ru/sale/flat/306747832/;Москва;sale;flat;7;9;1;34.7;8738248;2024;-1;-1;-1;Без отделки;12,3 м²;12 м²;+74951344536;;;к1.2;Бунинская аллея;Бунинские Кварталы ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308912485/;Москва;sale;flat;5;12;1;41.5;8740367;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;11 м²;21,4 м²;+74951374687;;;к1;Филатов Луг;Квартал Марьино ЖК
